Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,lat,lon,year,month,day,day_of_year,BA,cause,state,fire_id,fire_name,sfi,fm100,fm1000,vpd,erc,bi,vs,NPP,GDP,Popu,LTC,lat_idx,lon_idx,time_idx,eco_id,fire_class
356438,356438,6437,43.1615,-123.958,2003,10,6,279,6.0,Human,OR,873085,MILLER ROAD,0.0,19.39209175109864,16.306121826171875,0.4959693849086762,61.91780853271485,0.0,2.9140307903289795,2.236205506490711,1141563.875,-0.29918370660927096,0.0,25,3,45,7.0,1.0
356928,356928,6927,43.88765,-124.11682,2004,6,2,154,6.0,Human,OR,873632,DUNES CITY #1,82.19178009033203,18.118879318237305,23.4688777923584,0.3612244725227356,68.49314880371094,97.80821990966795,7.162245273590088,-1.5607684772739354,707200.25,-0.22223034148740056,0.0,22,2,53,7.0,1.0
357150,357150,7149,44.11157,-123.03458,2004,4,8,99,6.0,Human,OR,873870,MCKENZIE VIEW 1,70.68492889404297,16.426275253295902,21.713266372680664,0.6518366932868958,61.91780853271485,73.6986312866211,3.615816593170166,0.01625196182357062,1220692864.0,0.15249908867127263,0.0,21,7,51,7.0,1.0
392515,392515,2514,37.12388888,-122.25111111,2004,9,7,251,6.0,Human,CA,1329716,LAST CHANCE,100.0,6.121428966522218,9.131377220153809,3.0966579914093018,100.0,100.0,3.8515305519104,4.513410075681167,21096578.0,0.05212513416448516,0.0,49,10,56,7.0,1.0
393016,393016,3015,37.07611111,-122.01,1992,7,13,195,6.0,Human,CA,1330361,GLENWOOD #3,57.53424835205078,10.801530838012695,12.051530838012695,0.882857084274292,61.643836975097656,60.82191848754883,2.751530647277832,-1.5607684772739354,229908832.0,0.6543688612052099,0.0,49,11,-90,7.0,1.0
393017,393017,3016,37.07611111,-122.01,1992,7,13,195,6.0,Human,CA,1330362,GLENWOOD #2,57.53424835205078,10.801530838012695,12.051530838012695,0.882857084274292,61.643836975097656,60.82191848754883,2.751530647277832,-1.5607684772739354,229908832.0,0.6543688612052099,0.0,49,11,-90,7.0,1.0
393018,393018,3017,37.07611111,-122.01,1992,7,13,195,6.0,Human,CA,1330363,GLENWOOD #4,57.53424835205078,10.801530838012695,12.051530838012695,0.882857084274292,61.643836975097656,60.82191848754883,2.751530647277832,-1.5607684772739354,229908832.0,0.6543688612052099,0.0,49,11,-90,7.0,1.0
393338,393338,3337,36.95805555,-122.06388888,1996,6,21,173,6.0,Human,CA,1330685,PG&E #12,87.39726257324219,9.579081535339355,11.62295913696289,0.958622395992279,72.876708984375,98.63013458251952,5.699234962463379,4.290829827024183,21134304.0,0.055470932648044737,0.0,49,10,-43,7.0,1.0
393379,393379,3378,37.04694444,-121.955,1996,6,6,158,6.0,Human,CA,1330726,LAURA GLEN,61.3698616027832,8.393112182617188,12.5469388961792,1.7267602682113647,66.84931182861328,68.21917724609375,3.254591703414917,-1.5607684772739354,242287696.0,0.6510230627216503,0.0,49,11,-43,7.0,1.0
394158,394158,4157,41.86611111,-124.18611111,2004,8,11,224,6.0,Human,CA,1331587,HINCKLY,100.0,16.65484619140625,17.334949493408207,0.5104846954345703,95.61643981933594,100.0,7.276530742645264,3.4449806169466566,269352128.0,-0.09508999911213645,12.0,30,2,55,7.0,1.0
